,cip5_S1,cip5_S2,cip5_S3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia alcalifaciens,743,1522,269
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sp. WCHPHu000369,226,14298,203
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sp. 1701091,2,82,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sneebia,291,720,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia rustigianii,159,1272,34
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia heimbachae,44,1991,21
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia vermicola,15,823,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus,25,23,20
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus nematophila,25,35,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus bovienii,25,23,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus poinarii,21,39,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus doucetiae,18,32,26
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus hominickii,8,34,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Arsenophonus nasoniae,44,107,121
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Candidatus Arsenophonus lipoptenae,5,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Arsenophonus endosymbiont of Aleurodicus dispersus,2,3,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus,10,9,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus laumondii,12,39,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus asymbiotica,7,17,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus thracensis,6,37,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae,80,70,26
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia,128,550,72
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia marcescens,2089,461,599
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. ATCC 39006,263,223,67
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. SCBI,85,36,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. SSNIH1,32,14,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. 1D1416,32,1,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. LS-1,11,18,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. YD25,7,146,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. P2ACOL2,3,2,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. FDAARGOS_506,2,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. FS14,1,2,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. JKS000199,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. KUDC3025,1,10,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia symbiotica,97,56,30
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia plymuthica,28,65,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia quinivorans,23,137,18
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia fonticola,22,36,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia odorifera,17,12,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia rubidaea,14,29,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia proteamaculans,11,53,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia liquefaciens,7,34,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia ficaria,4,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia,170,131,339
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia pestis,255,103,135
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia pseudotuberculosis,25,51,57
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia similis,2,9,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica,155,91,111
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia hibernica,110,68,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia kristensenii,42,54,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia rohdei,34,20,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia ruckeri,28,219,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia frederiksenii,20,14,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia intermedia,19,1360,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia canariae,18,49,26
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia aldovae,17,15,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia massiliensis,16,23,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia entomophaga,8,35,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia aleksiciae,3,7,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia sp. KBS0713,3,7,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella,12,33,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. ERMR1:05,60,26,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR121,53,6,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR66,7,4,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella aquatilis,59,58,27
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Nissabacter|Nissabacter sp. SGAir0207,47,432,699
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Chania|Chania multitudinisentens,9,31,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rouxiella|Rouxiella badensis,8,27,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Candidatus Fukatsuia|Candidatus Fukatsuia symbiotica,8,6,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae,96,65,34
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea,31,54,44
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea stewartii,340,216,334
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. 201603H,29,24,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. At-9b,27,25,36
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. SO10,8,8,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. PSNIH1,7,19,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. CCBC3-3-1,5,18,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea dispersa,68,91,330
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea ananatis,48,54,41
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea vagans,41,51,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea rwandensis,38,62,49
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea agglomerans,27,58,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea alhagi,14,18,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Candidatus Pantoea carbekii,6,8,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea eucalypti,1,24,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta,3,6,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta intestinalis,438,52,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta calida,23,22,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta theicola,8,9,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta gaviniae,3,3,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia,9,51,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. Ejp617,116,75,43
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. J780,8,18,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. QL-Z3,2,4,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia amylovora,27,23,20
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Candidatus Erwinia haradaeae,19,24,23
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia tasmaniensis,16,30,21
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia gerundensis,10,28,30
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia billingiae,8,26,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia persicina,7,14,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia pyrifoliae,2,10,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola,167,107,264
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella,2,5,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella citrea,51,41,54
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella sp. TA1,39,18,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella ptyseos,11,28,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella morbirosei,6,7,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Wigglesworthia|Wigglesworthia glossinidia,3,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae,16,48,27
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya,52,86,38
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya fangzhongdai,401,193,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya zeae,149,480,34
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. CSL RW240,77,104,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. DW 0440,13,0,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. NCPPB 569,4,16,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. NCPPB 3274,3,2,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. MK7,1,6,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. Secpp 1600,1,1,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya paradisiaca,67,25,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya chrysanthemi,27,14,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya dadantii,11,11,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya dianthicola,4,17,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya solani,4,2,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium,8,45,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium parmentieri,63,507,99
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium versatile,58,163,267
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium wasabiae,34,21,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium carotovorum,23,46,18
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium brasiliense,19,187,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium atrosepticum,16,20,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium polaris,14,28,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium odoriferum,10,28,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis,51,48,67
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Candidatus Sodalis pierantonius,27,22,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Sodalis endosymbiont of Henestaris halophilus,14,12,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Sodalis glossinidius,5,12,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Sodalis praecaptivus,4,4,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria,15,19,31
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria goodwinii,15,31,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria rubrifaciens,13,12,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Lonsdalea|Lonsdalea britannica,7,14,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae,9,7,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella,40,166,28
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella piscicida,59,32,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella ictaluri,34,36,21
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella tarda,9,16,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella sp. EA181011,7,3,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella sp. LADL05-105,2,5,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella hoshinae,5,13,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella anguillarum,2,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia,8,16,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia sp. CBA7124,22,3,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia alvei,13,22,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia paralvei,8,42,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Obesumbacterium|Obesumbacterium proteus,28,46,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Phytobacter|Phytobacter ursingii,110,24,14
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Phytobacter|Phytobacter sp. SCO41,4,2,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Plesiomonas|Plesiomonas shigelloides,9,9,248
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Pragia|Pragia fontium,12,19,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Pragia|Pragia sp. CF-458,11,19,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Leminorella|Leminorella richardii,12,13,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales,16,65,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae,1023,1599,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas,1106439,1761473,344
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa,541747,926031,52
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas mendocina,222,233,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas citronellolis,154,433,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas nitroreducens,136,80,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas furukawaii,85,61,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas oleovorans,10,16,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas alcaligenes,32,29,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas resinovorans,27,58,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas putida,2471,347,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas oryzihabitans,30,63,0
