gene_accession,cipmet10_S1,cipmet10_S3,cipmet10_S2
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,11.0,1.0,0.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,75.0,0.0,18.0
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,123.0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,19.0,0.0,0.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,139.0,180.0,123.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,1320.0,1656.0,1309.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,170.0,134.0,121.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,4169.0,4511.0,3643.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,1803.0,2423.0,1968.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4.0,5.0,4.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,112.0,96.0,19.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,2562.0,3159.0,2427.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2851.0,2558.0,2012.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,454.0,94.0,655.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,138.0,177.0,23.0
MEG_894|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,0.0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,32.0,0.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,3194.0,343.0,483.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,811.0,0.0,0.0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,28.0,0.0
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,51.0,0.0,0.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,1.0,2.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,35.0,29.0,0.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,35.0,0.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,3942.0,2592.0,2835.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,1010.0,40.0,296.0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,374.0,470.0,360.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,193.0,236.0,318.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,3952.0,4737.0,3714.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,78.0,0.0,0.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,810.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,264.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5.0,0.0,0.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,112.0,0.0,0.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1683.0,1588.0,1359.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,4423.0,4539.0,3758.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,258.0,265.0,77.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,10.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,362.0,505.0,750.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,74.0,36.0,0.0
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,58.0,0.0,0.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,6100.0,4311.0,3546.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,38.0,0.0,0.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,495.0,260.0,344.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,6602.0,8113.0,6821.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,3740.0,4731.0,3702.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.0,1.0,0.0
MEG_897|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,0.0,0.0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,3561.0,4610.0,3792.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,60.0,0.0,45.0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0.0,0.0,191.0
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,15.0
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,62.0,0.0,0.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,567.0,75.0,36.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,0.0,25.0,20.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,42.0,0.0,16.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,465.0,1709.0,1349.0
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,561.0,586.0,91.0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,4567.0,5551.0,4481.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,164.0,0.0,82.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,469.0,46.0,0.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,2677.0,2389.0,1935.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3886.0,4574.0,3793.0
MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA,175.0,172.0,23.0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,73.0,18.0,0.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,4629.0,5211.0,4241.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2372.0,2452.0,2059.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,109.0,10.0,0.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,20.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,120.0,0.0,0.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,0.0,20.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,425.0,113.0,343.0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,27.0,87.0,52.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3259.0,2934.0,2727.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,90.0,0.0,20.0
MEG_8080|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|EPTB,7226.0,3197.0,2544.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,21.0,0.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,64.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,97.0,298.0,131.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,0.0,33.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,401.0,401.0,376.0
MEG_3946|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,2109.0,0.0,0.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,180.0,232.0,395.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,45.0,182.0,95.0
MEG_4254|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,0.0,19.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,2928.0,386.0,476.0
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,17.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,44.0,238.0,458.0
MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,699.0,506.0,183.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,398.0,151.0,136.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,2879.0,3218.0,2871.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,32.0,18.0,0.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,20.0,104.0,78.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,29.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,64.0,0.0,0.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,144.0,138.0,0.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,487.0,226.0,0.0
MEG_2598|Drugs|betalactams|Class_C_betalactamases|DHA,51.0,0.0,0.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,93.0,33.0,0.0
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,54.0
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,935.0,1051.0,856.0
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,248.0,911.0,0.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,18.0
MEG_4209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,24.0,0.0,0.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,2973.0,3187.0,2898.0
MEG_3225|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,4649.0,505.0,763.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2195.0,2149.0,1780.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,258.0,25.0,25.0
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,83.0,127.0,168.0
MEG_6222|Drugs|betalactams|Class_A_betalactamases|SHV,17.0,0.0,0.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,2438.0,1712.0,1225.0
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,15.0,0.0,0.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,43.0,39.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,0.0,91.0,0.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,306.0,20.0,30.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,384.0,86.0,304.0
MEG_4280|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,24.0,0.0,0.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,387.0,47.0,65.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,59.0,58.0,57.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,32.0,343.0,320.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,104.0,0.0,0.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,293.0,70.0,106.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,41.0,0.0,33.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,48.0,28.0,0.0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,7.0,0.0,9.0
MEG_971|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,0.0,0.0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,55.0,0.0,0.0
MEG_6032|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,138.0,131.0
MEG_1421|Drugs|betalactams|Class_A_betalactamases|BLAZ,17.0,0.0,0.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,45.0,0.0,34.0
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1802.0,2734.0,2442.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0.0,167.0,42.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,748.0,1120.0,1653.0
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,36.0,16.0,0.0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1887.0,2374.0,1991.0
MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,76.0,0.0,0.0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3.0,3.0,4.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,100.0,0.0,0.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,1885.0,2372.0,1906.0
MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.0,25.0,0.0
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,40.0,338.0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,98.0,0.0,0.0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,111.0,0.0,0.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,14.0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,40.0,0.0,0.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,3060.0,3819.0,3084.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,3382.0,3484.0,2777.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,5723.0,6716.0,5745.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,68.0,0.0,0.0
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,101497.0,76369.0,58265.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,6157.0,6623.0,5419.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,3093.0,4516.0,3738.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1027.0,1148.0,909.0
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,266.0,0.0,0.0
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,12.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1878.0,2126.0,1701.0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,37.0,0.0,0.0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,934.0,930.0,706.0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,12.0,8.0,2.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,3373.0,3799.0,3254.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,6.0,0.0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,512.0,110.0,761.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,5765.0,6303.0,5573.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,885.0,133.0,117.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,8679.0,9607.0,8025.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,51.0,49.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,6408.0,16046.0,9136.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,46.0,0.0,0.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,97.0,0.0,0.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,5180.0,254.0,1469.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,3846.0,4741.0,3898.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,4939.0,5511.0,4669.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1332.0,392.0,710.0
MEG_87|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,90.0,14.0,0.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,59.0,118.0,150.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,251.0,641.0,334.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,1804.0,2024.0,1560.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,108.0,0.0,0.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,4659.0,4925.0,4167.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,0.0,51.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,170.0,189.0,145.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,211.0,109.0,488.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,6813.0,6757.0,5455.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,157.0,0.0,136.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,0.0,34.0,54.0
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,312.0,283.0,47.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,16.0,120.0,96.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,1738.0,1919.0,1639.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,132.0,346.0,0.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,321.0,363.0,46.0
MEG_2587|Drugs|betalactams|Class_C_betalactamases|DHA,40.0,0.0,0.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,2077.0,2752.0,2193.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,303.0,0.0,0.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,451.0,119.0,61.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,51.0,288.0,452.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,34.0,0.0,23.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,253.0,172.0,0.0
MEG_2525|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,0.0,0.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,6912.0,9662.0,7829.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,3507.0,615.0,684.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,98.0,111.0,21.0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,45.0,0.0,0.0
MEG_1301|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,369.0,94.0,0.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,78.0,74.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,236.0,53.0,204.0
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,0.0,85.0
MEG_7869|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,140.0,0.0,0.0
MEG_887|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,24.0,0.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,179.0,169.0,155.0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,11.0,0.0,0.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,176.0,0.0,515.0
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,543.0,40.0,198.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,38.0,33.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1190.0,1449.0,1136.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2288.0,2846.0,2277.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2393.0,2470.0,1998.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,1106.0,236.0,282.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,4552.0,554.0,922.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1567.0,1500.0,1366.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,2858.0,3801.0,3248.0
