gene_accession,cipdic0none_S2,cipdic0none_S1,cipdic0none_S3
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,14529.0,14026.0,12087.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,13.0,9.0,0.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1999.0,1129.0,1633.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,21.0,36.0,19.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,930.0,1145.0,1284.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,147.0,235.0,30.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,21.0,28.0,0.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,49.0,62.0,31.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,2.0,2.0,2.0
MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,0.0,0.0,47.0
MEG_2616|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,31.0,32.0,0.0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,83.0
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,55.0,167.0,103.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,156.0,188.0,268.0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,141.0,191.0,86.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,74.0,88.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6.0,4.0,6.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2958.0,2925.0,2529.0
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,0.0,18.0,13.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,63.0,0.0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,80.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6218|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,12.0,0.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,432.0,78.0,233.0
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0.0,0.0,34.0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,18.0,12.0,0.0
MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,41.0,0.0,0.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,39.0,39.0
MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,0.0,0.0
MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,48.0,0.0,0.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,106.0,506.0,0.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,8384.0,8268.0,7359.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,7.0
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,7.0,0.0,13.0
MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,2608.0,2522.0,2218.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2919.0,2914.0,2577.0
MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,34.0,30.0,0.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,93.0,193.0,83.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,3380.0,3835.0,3202.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1948.0,1797.0,1699.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,23.0,7.0,0.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,65.0,0.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,62.0,331.0,0.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,6562.0,5909.0,4977.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,4539.0,4451.0,3876.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4356|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,67.0,60.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,487.0,0.0,499.0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,380.0,0.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,20.0,0.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,13059.0,4031.0,5505.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,4168.0,3828.0,3647.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1260.0,121.0,62.0
MEG_379|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,17.0,0.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,27.0,16.0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,10500.0,9956.0,8925.0
MEG_6422|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,46.0,0.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,70.0,1002.0,699.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,6975.0,6537.0,6181.0
MEG_850|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,242.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,95.0,113.0,52.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,0.0,83.0,0.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,272.0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,3.0,11.0,0.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,18.0,0.0
MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,8.0,0.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1763.0,1675.0,1589.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,39.0,0.0,11.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,40.0,0.0,0.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,9140.0,8514.0,7350.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2479.0,2263.0,2256.0
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,1612.0,1630.0,2304.0
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,0.0,23.0
MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,119.0,129.0,0.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,19.0,0.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,1244.0,1428.0,594.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,22.0,16.0,0.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,61.0,0.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,45.0,0.0,0.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_374|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,10.0,0.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,773.0,627.0,635.0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,46.0,0.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,2076.0,2173.0,1147.0
MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,961.0,130.0,1126.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32.0,0.0,157.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0.0,0.0,21.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,49.0,300.0,69.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,360.0,1558.0,545.0
MEG_2964|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,20.0,0.0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,19650.0,7107.0,5622.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,291.0,856.0,304.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,49.0,7.0,0.0
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,135.0,0.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1767.0,1532.0,1753.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,77.0,0.0,28.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,99.0,0.0,0.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,4741.0,4269.0,3063.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,1354.0,1603.0,642.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,30.0,294.0,0.0
MEG_4353|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,143.0,84.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1631.0,1443.0,1208.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,136.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,107.0,0.0,29.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,1454.0,1452.0,1247.0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1667.0,1696.0,1553.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,25.0,21.0,0.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,95.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,29.0,0.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,72.0,85.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,110.0,0.0,26.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,67.0
MEG_8448|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,224.0,0.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,45.0,0.0,0.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8711|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,0.0,0.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,49.0,32.0,11.0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,45.0,195.0,0.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1671.0,1565.0,1518.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,295.0,398.0,152.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,5332.0,4416.0,4474.0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,83.0,180.0,0.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,0.0,0.0,777.0
MEG_402|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,142.0,100.0,152.0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,186.0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,159.0,113.0,89.0
MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,0.0,157.0,0.0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1512.0,1406.0,1303.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,2.0,4.0
MEG_5335|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,0.0,0.0
MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,0.0,0.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,38.0,0.0,0.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,326.0,0.0,287.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,167.0,95.0,114.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,3645.0,2032.0,3622.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,46.0,33.0,22.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,1427.0,1756.0,696.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,19.0,0.0,0.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,52.0,0.0,109.0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,157.0,0.0,0.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,5933.0,5230.0,4796.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,1.0,0.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,20.0,0.0,0.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3880.0,3750.0,3347.0
MEG_7869|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,24.0,14.0,36.0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,2902.0,2720.0,2525.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,1011.0,467.0,516.0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,692.0,411.0,436.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,0.0,0.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,30.0,0.0,30.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,232.0,314.0,101.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,296.0,0.0,0.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,142.0,244.0,0.0
MEG_6468|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,25.0,0.0
MEG_6845|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,0.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,6804.0,6552.0,5913.0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,50.0,0.0,0.0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,950.0,111.0,33.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,0.0,134.0,0.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,174.0,91.0,95.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,0.0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,35.0,36.0,0.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2105.0,2165.0,911.0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,18.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,39.0,0.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,44.0,0.0,21.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,284.0,364.0,123.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,368.0,76.0,451.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,181.0,97.0,203.0
MEG_8080|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|EPTB,5824.0,6173.0,4314.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,4088.0,3833.0,3531.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,14.0,52.0,16.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,2390.0,2021.0,2070.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,0.0,428.0,0.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1232.0,46.0,11.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,238.0,1621.0,698.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,191.0,196.0,177.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,36.0,0.0,0.0
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,49.0,0.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2833.0,2657.0,2670.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,2252.0,2185.0,1949.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,136.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1219.0,1220.0,1131.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,39.0,0.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,206.0,17.0,74.0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0.0,232.0,467.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,55.0,35.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,50.0,0.0,0.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,0.0,0.0
MEG_380|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,9.0,51.0,0.0
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,115965.0,97584.0,96843.0
MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,0.0,0.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,4201.0,3813.0,3701.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,4297.0,4120.0,3377.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,28.0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,58.0,0.0,119.0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,14.0,37.0,24.0
MEG_6796|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,0.0,0.0
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,104.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0.0,16.0,0.0
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,786.0
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,4.0
MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,34.0,0.0,0.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,8.0,10.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,67.0
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,70.0,69.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,66.0,0.0,35.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,581.0,519.0,467.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,55.0
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,3546.0,3358.0,2876.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,24.0,29.0,0.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,30.0,0.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,3207.0,2986.0,2978.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,116.0,77.0,81.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,223.0,44.0,127.0
