gene_accession,cipmet0_S1,cipmet0none_S3,cipmet0none_S2,cipmet0_S2,cipmet0none_S1,cipmet0_S3
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,39.0,75.0,63.0,57.0,32.0,78.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,241.0,845.0,1174.0,352.0,438.0,1126.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,0.0,386.0,59.0,181.0,57.0,88.0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,2888.0,5317.0,5436.0,1857.0,3560.0,4003.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,0.0,2.0,1.0,0.0,0.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3904.0,6360.0,6507.0,2220.0,4806.0,4174.0
MEG_4366|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,97.0,115.0,0.0,0.0,62.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1831.0,3127.0,2970.0,1076.0,2413.0,2035.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1.0,6.0,8.0,5.0,6.0,3.0
MEG_1386|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,32.0,0.0,0.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,3746.0,5834.0,6484.0,2344.0,3809.0,4742.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,1884.0,3902.0,4068.0,1293.0,2491.0,3825.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,10.0,0.0,0.0,16.0,26.0
MEG_7538|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0.0,0.0,17.0,0.0,0.0,0.0
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,0.0,416.0,0.0,0.0,0.0,0.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0.0,0.0,0.0,0.0,55.0,0.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,112.0,0.0,187.0,90.0,0.0,443.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,0.0,0.0,0.0,0.0,1423.0,0.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1089.0,1763.0,1840.0,588.0,1450.0,1186.0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,0.0,6.0,8.0,2.0,2.0,7.0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,112.0,0.0,0.0,0.0,51.0,153.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,678.0,1254.0,1319.0,428.0,867.0,901.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,18.0,0.0,58.0,0.0,0.0,0.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,376.0,1333.0,1885.0,543.0,625.0,2110.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,0.0,611.0,0.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,496.0,1472.0,2139.0,590.0,674.0,2583.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3523.0,6180.0,6112.0,2103.0,4744.0,4169.0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,8.0,0.0,0.0,5.0,5.0,4.0
MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,0.0,0.0,106.0,0.0,0.0,0.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,214.0,0.0,287.0,0.0,477.0,0.0
MEG_7501|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,0.0,0.0,58.0,0.0,0.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,68.0,0.0,77.0,0.0,65.0,249.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,26.0,173.0,67.0,0.0,51.0,67.0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,55.0,0.0,0.0,0.0,0.0,94.0
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,0.0,0.0,80.0,0.0,0.0,0.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,12.0,0.0,0.0,22.0,37.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0.0,1232.0,1215.0,0.0,471.0,0.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,3390.0,5791.0,6144.0,2100.0,4297.0,3900.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,2388.0,4263.0,4289.0,1550.0,3160.0,2721.0
MEG_5103|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,0.0,0.0,27.0,0.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,0.0,325.0,296.0,104.0,195.0,438.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,21.0,0.0,24.0,52.0,0.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,81.0,0.0,228.0,293.0,114.0,52.0
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,17.0,0.0,0.0,0.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,2.0,0.0,1.0,1.0,0.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,56.0,0.0,0.0,0.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,5975.0,10150.0,10020.0,3601.0,7336.0,6818.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,208.0,332.0,89.0,82.0,794.0
MEG_4127|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRY,0.0,0.0,19.0,0.0,0.0,0.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1856.0,3209.0,3348.0,1143.0,2405.0,2432.0
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,0.0,42.0,0.0,0.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,334.0,110.0,498.0,263.0,56.0,171.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,86.0,0.0,133.0,0.0,100.0,0.0
MEG_4357|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,62.0,112.0,0.0,0.0,310.0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,184.0,275.0,68.0,98.0,183.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,33.0,0.0,0.0,45.0,118.0
MEG_3647|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAC,60.0,0.0,0.0,0.0,0.0,0.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,0.0,0.0,0.0,0.0,7.0,0.0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,48.0,0.0,64.0,33.0,51.0,152.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,7390.0,12831.0,13271.0,4712.0,9185.0,9359.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,9.0,18.0,0.0
MEG_6850|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,10.0
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,0.0,0.0,0.0,24.0
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0.0,0.0,0.0,0.0,0.0,74.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,383.0,0.0,0.0,0.0,0.0,513.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,21.0,0.0,0.0,0.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2842.0,4305.0,4564.0,1738.0,3345.0,3401.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,0.0,19.0,0.0,0.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,543.0,2200.0,2098.0,701.0,863.0,3252.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,60.0,0.0,66.0,165.0,0.0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,1177.0,4198.0,3548.0,1752.0,2124.0,1481.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0.0,0.0,60.0,28.0,1263.0,0.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,18.0,0.0,0.0,0.0,0.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,6918.0,12068.0,12756.0,4341.0,9210.0,8811.0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,23.0,33.0,0.0,0.0,12.0
MEG_1217|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,0.0,0.0,0.0,0.0,8.0
MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,0.0,0.0,152.0,73.0,0.0,0.0
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2691.0,4703.0,4847.0,1679.0,3244.0,3533.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,0.0,0.0,0.0,87.0,185.0
MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,0.0,0.0,26.0,80.0
MEG_556|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,0.0,0.0,30.0,0.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0.0,18.0,35.0,0.0,0.0,19.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,1528.0,10737.0,8650.0,3233.0,5003.0,5253.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0,1.0,1.0,0.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,588.0,0.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,87.0,0.0,51.0,34.0,57.0,227.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,25.0,0.0,0.0,0.0,38.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3129.0,5384.0,5231.0,1860.0,3825.0,3368.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,393.0,78.0,106.0,341.0,79.0
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,40.0,0.0,246.0,0.0
MEG_4363|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,141.0,0.0,0.0,80.0
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,0.0,0.0,0.0,238.0,0.0
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,0.0,114.0,0.0,26.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,1.0
MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,18.0,0.0,297.0,0.0
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,0.0,104.0
MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,0.0,2362.0,2362.0,0.0,0.0,0.0
MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,0.0,0.0,812.0,0.0
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0.0,0.0,11.0,0.0,0.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,122.0,243.0,230.0,79.0,161.0,176.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,108.0,236.0,251.0,99.0,170.0,195.0
MEG_6032|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,20.0,0.0,0.0,0.0,0.0
MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,0.0,1961.0,0.0,0.0,0.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,28.0,116.0,113.0,45.0,47.0,157.0
MEG_6359|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,20.0,0.0,0.0,0.0,19.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10.0,2.0,17.0,48.0,30.0,0.0
MEG_6754|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,0.0,0.0,0.0,0.0,0.0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0.0,0.0,23.0,0.0,864.0,6.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,953.0,1629.0,1630.0,614.0,1074.0,1196.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,23.0,0.0,0.0,0.0,0.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1224.0,1128.0,1029.0,377.0,916.0,1367.0
MEG_3969|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,0.0,18.0,0.0,0.0,0.0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,0.0,0.0,0.0,23.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,3934.0,6807.0,6758.0,2502.0,5435.0,4583.0
MEG_1389|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,25.0,0.0,0.0
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,48.0,0.0,45.0,100.0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,0.0,36.0,0.0,0.0
MEG_4288|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,0.0,168.0,0.0,0.0,0.0,0.0
MEG_7949|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,0.0,0.0,37.0,0.0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,6.0,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,579.0,2030.0,2618.0,800.0,861.0,3069.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2934.0,4962.0,5142.0,1742.0,3693.0,3540.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1283.0,2237.0,2297.0,787.0,1735.0,1471.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,28.0,149.0,57.0,38.0,96.0,48.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,0.0,1804.0,1922.0,658.0,1318.0,1452.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,159.0,85.0,34.0,92.0,39.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26.0,67.0,31.0,87.0,57.0,34.0
MEG_4196|Metals|Nickel_resistance|Nickel_resistance_protein|NIRB,0.0,0.0,62.0,0.0,0.0,0.0
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,33.0,47.0,67.0,24.0,48.0,63.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,40.0,152.0,221.0,71.0,65.0,339.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,1.0,2.0,0.0,0.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,25.0,0.0,6.0,46.0,0.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,13.0,0.0,10.0,19.0,15.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,69.0,0.0,0.0,0.0,0.0,59.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,13.0,0.0,0.0,0.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,4937.0,9082.0,9007.0,3136.0,6700.0,5966.0
MEG_6462|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,358.0
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,22.0,0.0,0.0,0.0,30.0
MEG_4354|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,79.0,0.0,0.0,0.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,4296.0,7314.0,7210.0,2446.0,5313.0,4722.0
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,4.0,24.0,0.0,0.0,0.0
MEG_1395|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,21.0,0.0,0.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2084.0,3878.0,3772.0,1413.0,2916.0,2575.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,0.0,112.0,80.0,0.0,133.0,57.0
MEG_6421|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,55.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,18.0,7.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,123.0,98.0,0.0,84.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1043.0,2052.0,1920.0,643.0,1333.0,1374.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,107.0,0.0,100.0,0.0,78.0,0.0
MEG_2966|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,16.0,0.0,0.0,0.0
MEG_376|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,0.0,0.0,0.0,72.0,0.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,55.0,30.0,78.0,0.0,14.0,0.0
MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,26.0,0.0,61.0,0.0,0.0,0.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,0.0,0.0,0.0,0.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,445.0,53.0,0.0,312.0,734.0,120.0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,40.0,33.0,0.0,0.0,0.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1655.0,2960.0,2998.0,1089.0,2041.0,2188.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,853.0,6821.0,5014.0,2009.0,3095.0,3620.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,0.0,268.0,0.0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,85.0,0.0,0.0,0.0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,2044.0,3407.0,3543.0,1212.0,2474.0,2287.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,4386.0,8038.0,8445.0,2759.0,6054.0,6221.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,71.0,109.0,108.0,45.0,133.0,119.0
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,57.0,90.0,34.0,31.0,76.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,4435.0,8228.0,8506.0,3119.0,5364.0,6364.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,805.0,5913.0,4625.0,1812.0,2841.0,2840.0
MEG_8324|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,0.0,0.0,30.0,0.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,9967.0,3903.0,4559.0,1095.0,4664.0,8416.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,2870.0,4946.0,4994.0,1849.0,3522.0,3676.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,382.0,885.0,728.0,307.0,499.0,636.0
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,42.0,58.0,140.0,79.0,91.0,0.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,5.0,13.0,10.0,2.0,8.0,8.0
