gene_accession,cipbeta0none_S2,cipbeta0none_S1,cipbeta0none_S3
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,22.0,0.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,941.0,1008.0,726.0
MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,17.0,0.0,0.0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,56.0,78.0,88.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,61.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,433.0,781.0,638.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,2796.0,4254.0,3405.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,34.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,66.0,0.0
MEG_8238|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,82.0,106.0,21.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,85.0,258.0,231.0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,3399.0,5379.0,4089.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,8.0,10.0,18.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,2177.0,3339.0,2820.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,1436.0,2277.0,2093.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,115.0,162.0,166.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,3985.0,7389.0,5529.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,19.0
MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,18.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,58.0,38.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,5622.0,2944.0,7129.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,6764.0,10636.0,8849.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,593.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,60.0,0.0,324.0
MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17.0,0.0,0.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,3.0,0.0,0.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,239.0,0.0,0.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,93.0,0.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2020.0,4427.0,3239.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,101.0,0.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,147.0,92.0,118.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,250.0,349.0,0.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,1679.0,2821.0,2086.0
MEG_1301|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,852.0,0.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,108.0,10.0,105.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,282.0,614.0,505.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,3437.0,5381.0,4571.0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,23.0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0.0,128.0,0.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,121.0,140.0,139.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,237.0,300.0,0.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,2927.0,4591.0,3535.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,132.0,0.0,0.0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5037.0,7572.0,6456.0
MEG_1408|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,280.0,0.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26.0,24.0,11.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4.0,3.0,3.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,30.0
MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0.0,0.0,200.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,6.0,0.0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,46.0,92.0,87.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,372.0,946.0,989.0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,101.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,43.0,104.0,107.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,713.0,519.0,347.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,6970.0,11289.0,8874.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,41.0,44.0,153.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,1.0,5.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,81.0,0.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,1745.0,2780.0,2047.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,380.0,692.0,574.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,29.0,128.0,44.0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,498.0,0.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1270.0,2190.0,1650.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3338.0,5343.0,4044.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,254.0,417.0,366.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,17.0,0.0,0.0
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,38.0,18.0,31.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,613.0,1436.0,1021.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1989.0,3050.0,2724.0
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,17.0,0.0,0.0
MEG_8450|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,64.0,67.0,44.0
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,37.0,0.0,0.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,48.0,119.0,68.0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,11.0,0.0,36.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,0.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,251.0,401.0,0.0
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,9.0,10.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,1418.0,2372.0,1840.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6709|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,41.0,0.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,143.0,57.0,118.0
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,67.0,56.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,418.0,914.0,858.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,367.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,25.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,98.0,122.0,15.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,0.0,52.0,0.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,31.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,17.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,299.0,518.0,686.0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,36.0,0.0,0.0
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,3.0,10.0,0.0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,16.0,22.0,9.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,275.0,371.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,2921.0,4505.0,3722.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,26.0
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,215.0,88.0,0.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,0.0,47.0,0.0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,72.0,44.0,0.0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,517.0,337.0,101.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,21.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2078.0,1469.0,2439.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,17739.0,24920.0,30368.0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,17.0,0.0,32.0
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,0.0
MEG_8088|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,0.0,19.0
MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,0.0
MEG_6892|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,61.0,0.0
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,18.0,0.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1115.0,1887.0,1361.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,98.0,123.0,128.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,35.0,0.0,0.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,1112.0,1483.0,0.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,48.0,77.0,0.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,265.0,273.0,104.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,11951.0,18591.0,14162.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,26.0,69.0,46.0
MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,63.0,63.0,0.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,370.0,626.0,482.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,1308.0,2042.0,1630.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,4324.0,7090.0,5620.0
MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA,19.0,0.0,0.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,7502.0,11754.0,9094.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,108.0,163.0,167.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,872.0,1336.0,1147.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,0.0,91.0,0.0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,1.0,2.0,4.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,4191.0,6433.0,5250.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,45.0,0.0,95.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,20.0,62.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,516.0,890.0,927.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,112.0,129.0,18.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1862.0,2068.0,1953.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,30.0,134.0,306.0
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,41.0,29.0,34.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,109.0
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,20.0,34.0
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,27.0,0.0,63.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,80.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,1542.0,2455.0,1879.0
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,46.0,0.0
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,37.0,0.0
MEG_886|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,9.0,0.0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,30.0,0.0,49.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,1668.0,2667.0,2094.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,93.0,120.0,109.0
MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,201.0,434.0,387.0
MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,971.0,1356.0,1237.0
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,24.0,0.0,40.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2662.0,4127.0,3606.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,74.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,390.0,594.0,0.0
MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,13.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,30.0,30.0,72.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,21.0,0.0,40.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,29.0,0.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,0.0,23.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,10923.0,14138.0,16985.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,330.0,484.0,0.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,10.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,7.0,0.0,0.0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,40.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,1950.0,409.0,1058.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,3355.0,5291.0,4155.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,0.0,58.0,0.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,53.0,816.0,486.0
MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,5891.0,9140.0,7444.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,4223.0,6643.0,5219.0
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,61.0,0.0,0.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,102.0,0.0,796.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,953.0,1749.0,1287.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,2571.0,3884.0,2987.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,11.0,0.0,400.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,2238.0,3340.0,2574.0
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,44.0,50.0,98.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4353|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,186.0,0.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,104.0,119.0,21.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,2910.0,4700.0,3664.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,45.0,0.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,18.0
MEG_1320|Drugs|betalactams|Class_A_betalactamases|BLAZ,46.0,0.0,0.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,15.0
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,10.0,0.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1466.0,2258.0,1862.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,149.0,182.0,163.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,93.0,0.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,1982.0,2762.0,1734.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,1603.0,2499.0,2027.0
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,6570.0,10323.0,8324.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,888.0,1357.0,990.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,42.0,43.0,36.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,433.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,42.0,45.0,60.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,2738.0,4330.0,3402.0
MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,51.0,44.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,18.0,0.0,0.0
MEG_1380|Drugs|betalactams|Class_A_betalactamases|BLAZ,22.0,0.0,0.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,51.0,68.0,43.0
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,42.0,0.0,0.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,22.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,1044.0,1506.0,2088.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,0.0,75.0
MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,42.0,53.0,0.0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,51.0,54.0,64.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,54.0,17.0,38.0
MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,117.0,153.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1744.0,2959.0,2383.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2122.0,3427.0,2906.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,0.0,0.0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,18.0,0.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1250.0,2166.0,1691.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,1940.0,3230.0,2580.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1506.0,2461.0,1663.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1730.0,3132.0,2439.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,206.0,230.0,382.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,123.0,138.0,0.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,123.0,171.0,102.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,200.0,217.0,133.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0.0,47.0,0.0
